Date,Time,Site,Unit ID,User ID,Temp,Barometer,ODO,ODO.1,Sp_Cond,C_uS,nLFC,TDS,Sal,pH,pH.1,ORP,Turbidity,TSS,Depth,Vertical_Position,Pressure
7/11/2022,12:32:24 PM,Trout Bog,BogGhost,Charles,8.274,711.4,0,0,27.2,18.5,27.7,18,0.01,4.4,128.8,297.7,1.04,0,1.927,2.085,2.354
7/11/2022,12:32:26 PM,Trout Bog,BogGhost,Charles,8.237,711.4,0,0,27.1,18.4,27.6,18,0.01,4.41,128.6,297.6,1.04,0,1.946,2.109,2.38
7/11/2022,12:32:28 PM,Trout Bog,BogGhost,Charles,8.158,711.2,-0.1,-0.01,27.1,18.4,27.5,18,0.01,4.41,128.4,297.5,1.05,0,1.967,2.144,2.41
7/11/2022,12:32:30 PM,Trout Bog,BogGhost,Charles,8.066,711.3,-0.1,-0.01,27,18.3,27.5,18,0.01,4.41,128.2,297.5,1.05,0,1.987,2.192,2.438
7/11/2022,12:32:32 PM,Trout Bog,BogGhost,Charles,7.98,711.4,-0.1,-0.01,26.9,18.1,27.3,17,0.01,4.42,128.1,297.4,1.05,0,2.01,2.232,2.471
7/11/2022,12:32:34 PM,Trout Bog,BogGhost,Charles,7.896,711.2,-0.1,-0.01,26.8,18,27.2,17,0.01,4.42,127.9,297.3,1.06,0,2.03,2.237,2.5
7/11/2022,12:32:36 PM,Trout Bog,BogGhost,Charles,7.741,711.4,-0.2,-0.02,26.7,17.9,27.2,17,0.01,4.42,127.7,297.1,1.07,0,2.055,2.279,2.535
7/11/2022,12:32:38 PM,Trout Bog,BogGhost,Charles,7.615,711.3,-0.2,-0.02,26.6,17.8,27.1,17,0.01,4.42,127.5,296.9,1.07,0,2.075,2.266,2.563
7/11/2022,12:32:40 PM,Trout Bog,BogGhost,Charles,7.493,711.3,-0.2,-0.03,26.5,17.7,27,17,0.01,4.42,127.3,296.7,1.08,0,2.098,2.289,2.597
7/11/2022,12:32:42 PM,Trout Bog,BogGhost,Charles,7.399,711.3,-0.2,-0.03,26.4,17.6,26.9,17,0.01,4.43,127,296.3,1.09,0,2.12,2.333,2.627
7/11/2022,12:32:44 PM,Trout Bog,BogGhost,Charles,7.327,711.2,-0.3,-0.03,26.3,17.5,26.8,17,0.01,4.43,126.8,295.8,1.08,0,2.142,2.342,2.659
7/11/2022,12:32:46 PM,Trout Bog,BogGhost,Charles,7.245,711.3,-0.3,-0.03,26.3,17.4,26.7,17,0.01,4.44,126.4,295.1,1.07,0,2.163,2.358,2.689
7/11/2022,12:32:48 PM,Trout Bog,BogGhost,Charles,7.136,711.3,-0.3,-0.04,26.3,17.3,26.7,17,0.01,4.44,126.1,294.2,1.06,0,2.183,2.36,2.718
7/11/2022,12:32:50 PM,Trout Bog,BogGhost,Charles,7.03,711.2,-0.3,-0.04,26.3,17.3,26.7,17,0.01,4.45,125.8,293.2,1.06,0,2.201,2.374,2.744
7/11/2022,12:32:52 PM,Trout Bog,BogGhost,Charles,6.932,711.3,-0.4,-0.04,26.3,17.2,26.7,17,0.01,4.45,125.4,276.6,1.07,0,2.222,2.406,2.773
7/11/2022,12:32:54 PM,Trout Bog,BogGhost,Charles,6.832,711.4,-0.4,-0.05,26.3,17.1,26.7,17,0.01,4.46,125,265,1.05,0,2.241,2.419,2.8
7/11/2022,12:32:56 PM,Trout Bog,BogGhost,Charles,6.709,711.3,-0.4,-0.05,26.3,17.1,26.7,17,0.01,4.46,124.7,259,1.03,0,2.259,2.438,2.826
7/11/2022,12:32:58 PM,Trout Bog,BogGhost,Charles,6.59,711.3,-0.4,-0.05,26.2,17,26.7,17,0.01,4.47,124.3,254.2,1.02,0,2.28,2.461,2.855
7/11/2022,12:33:00 PM,Trout Bog,BogGhost,Charles,6.484,711.3,-0.5,-0.06,26.1,16.9,26.6,17,0.01,4.48,123.9,250.7,1,0,2.299,2.469,2.882
7/11/2022,12:33:02 PM,Trout Bog,BogGhost,Charles,6.408,711.2,-0.5,-0.06,26,16.8,26.4,17,0.01,4.48,123.4,247.7,0.97,0,2.321,2.515,2.914
7/11/2022,12:33:04 PM,Trout Bog,BogGhost,Charles,6.299,711.3,-0.5,-0.07,25.9,16.6,26.3,17,0.01,4.49,123,231.6,0.93,0,2.342,2.518,2.944
7/11/2022,12:33:06 PM,Trout Bog,BogGhost,Charles,6.226,711.4,-0.6,-0.07,25.8,16.5,26.2,17,0.01,4.5,122.5,225.1,0.88,0,2.364,2.546,2.975
7/11/2022,12:33:08 PM,Trout Bog,BogGhost,Charles,6.189,711.3,-0.6,-0.08,25.6,16.4,26,17,0.01,4.51,122,222.5,0.83,0,2.382,2.53,3.001
7/11/2022,12:33:10 PM,Trout Bog,BogGhost,Charles,6.125,711.4,-0.6,-0.08,25.5,16.3,25.9,17,0.01,4.52,121.4,219.5,0.8,0,2.401,2.567,3.028
7/11/2022,12:33:12 PM,Trout Bog,BogGhost,Charles,6.062,711.3,-0.7,-0.08,25.3,16.2,25.7,16,0.01,4.53,120.9,216.5,0.76,0,2.418,2.586,3.052
7/11/2022,12:33:14 PM,Trout Bog,BogGhost,Charles,6.015,711.2,-0.7,-0.08,25.1,16,25.5,16,0.01,4.54,120.4,213.3,0.72,0,2.438,2.603,3.08
