Date,Time,Site,Cond,Depth,Cond,ODO,ODO.1,ORP,Pressure,Sal psu,nLFCond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer mmHg
8/3/2021,11:12:31,Trout Bog,14.6,2.71,22.5,2,0.24,207.8,3.467,0.01,22.1,14,1.22,0,4.25,102,7.199,2.845,720.6
8/3/2021,11:12:33,Trout Bog,14.5,2.722,22.4,2,0.24,206.7,3.484,0.01,22,14,1.22,0,4.25,101.9,7.167,2.854,720.6
8/3/2021,11:12:35,Trout Bog,14.5,2.736,22.3,2,0.24,205.6,3.503,0.01,22,14,1.21,0,4.25,101.8,7.124,2.872,720.7
8/3/2021,11:12:37,Trout Bog,14.4,2.748,22.2,1.9,0.24,205,3.521,0.01,21.8,14,1.2,0,4.25,101.7,7.144,2.884,720.6
8/3/2021,11:12:39,Trout Bog,14.3,2.762,22.1,1.9,0.23,204.6,3.541,0.01,21.7,14,1.18,0,4.25,101.7,7.18,2.887,720.5
8/3/2021,11:12:41,Trout Bog,14.2,2.775,21.9,1.9,0.23,203.9,3.559,0.01,21.6,14,1.18,0,4.26,101.6,7.199,2.897,720.6
8/3/2021,11:12:43,Trout Bog,14.2,2.789,21.8,1.9,0.23,203.2,3.579,0.01,21.5,14,1.15,0,4.26,101.5,7.163,2.915,720.6
8/3/2021,11:12:45,Trout Bog,14.1,2.802,21.8,1.9,0.23,202.4,3.598,0.01,21.4,14,1.12,0,4.26,101.4,7.112,2.92,720.6
8/3/2021,11:12:47,Trout Bog,14.1,2.816,21.8,1.9,0.23,201.7,3.617,0.01,21.5,14,1.11,0,4.26,101.4,7.027,2.93,720.5
8/3/2021,11:12:49,Trout Bog,14.1,2.828,21.8,1.9,0.23,200.9,3.635,0.01,21.4,14,1.1,0,4.26,101.3,6.936,2.935,720.7
8/3/2021,11:12:51,Trout Bog,14,2.841,21.8,1.9,0.23,191,3.653,0.01,21.5,14,1.09,0,4.26,101.2,6.8,2.944,720.7
8/3/2021,11:12:53,Trout Bog,14,2.853,21.8,1.9,0.23,188.6,3.67,0.01,21.5,14,1.09,0,4.26,101.1,6.698,2.962,720.7
8/3/2021,11:12:55,Trout Bog,14,2.866,21.9,1.9,0.23,187.5,3.689,0.01,21.5,14,1.09,0,4.26,101,6.606,2.997,720.6
8/3/2021,11:12:57,Trout Bog,13.9,2.882,21.9,1.9,0.23,186.5,3.712,0.01,21.5,14,1.08,0,4.26,100.8,6.539,3.037,720.7
8/3/2021,11:12:59,Trout Bog,13.9,2.897,21.8,1.9,0.23,185.5,3.734,0.01,21.5,14,1.09,0,4.27,100.6,6.478,3.069,720.7
8/3/2021,11:13:01,Trout Bog,13.9,2.915,21.8,1.9,0.23,184.6,3.759,0.01,21.5,14,1.06,0,4.27,100.4,6.443,3.101,720.7
8/3/2021,11:13:03,Trout Bog,13.8,2.931,21.8,1.9,0.23,183.8,3.781,0.01,21.5,14,1.03,0,4.27,100.2,6.403,3.107,720.7
8/3/2021,11:13:05,Trout Bog,13.8,2.948,21.8,1.9,0.23,183.1,3.806,0.01,21.5,14,1.02,0,4.28,100,6.364,3.12,720.6
8/3/2021,11:13:07,Trout Bog,13.8,2.964,21.8,1.9,0.23,182.5,3.828,0.01,21.5,14,0.99,0,4.28,99.8,6.307,3.133,720.7
8/3/2021,11:13:09,Trout Bog,13.8,2.981,21.8,1.9,0.23,181.9,3.852,0.01,21.5,14,0.97,0,4.28,99.6,6.252,3.156,720.6
8/3/2021,11:13:11,Trout Bog,13.8,2.997,21.9,1.9,0.23,181.4,3.875,0.01,21.5,14,0.94,0,4.29,99.4,6.168,3.172,720.7
8/3/2021,11:13:13,Trout Bog,13.7,3.015,21.9,1.9,0.23,181,3.901,0.01,21.5,14,0.91,0,4.29,99.3,6.092,3.199,720.7
8/3/2021,11:13:15,Trout Bog,13.7,3.032,21.9,1.9,0.23,180.6,3.925,0.01,21.5,14,0.88,0,4.29,99.2,6.029,3.216,720.7
8/3/2021,11:13:17,Trout Bog,13.7,3.051,21.8,1.9,0.23,180.1,3.953,0.01,21.5,14,0.88,0,4.29,99.2,5.971,3.251,720.6
8/3/2021,11:13:19,Trout Bog,13.7,3.071,21.8,1.9,0.23,179.1,3.98,0.01,21.5,14,0.89,0,4.29,99.2,5.898,3.283,720.7
8/3/2021,11:13:21,Trout Bog,13.6,3.093,21.8,1.9,0.23,178.3,4.011,0.01,21.5,14,0.87,0,4.29,99.2,5.835,3.317,720.6
8/3/2021,11:13:23,Trout Bog,13.6,3.114,21.8,1.9,0.23,177.5,4.042,0.01,21.5,14,0.85,0,4.29,99.2,5.797,3.349,720.6
8/3/2021,11:13:25,Trout Bog,13.6,3.139,21.9,1.9,0.23,176.8,4.077,0.01,21.5,14,0.84,0,4.28,99.2,5.753,3.387,720.6
8/3/2021,11:13:27,Trout Bog,13.6,3.163,21.9,1.9,0.23,176.2,4.111,0.01,21.6,14,0.83,0,4.28,99.2,5.714,3.415,720.6
8/3/2021,11:13:29,Trout Bog,13.6,3.188,21.9,1.8,0.23,175.6,4.147,0.01,21.6,14,0.83,0,4.28,99.2,5.668,3.442,720.7
8/3/2021,11:13:31,Trout Bog,13.6,3.216,21.9,1.8,0.23,175.1,4.187,0.01,21.6,14,0.81,0,4.28,99.2,5.635,3.467,720.6
8/3/2021,11:13:33,Trout Bog,13.6,3.241,21.9,1.8,0.23,174.5,4.222,0.01,21.6,14,0.79,0,4.28,99.2,5.599,3.485,720.7
8/3/2021,11:13:35,Trout Bog,13.6,3.267,22,1.8,0.23,174,4.259,0.01,21.6,14,0.8,0,4.28,99.2,5.539,3.511,720.7
8/3/2021,11:13:37,Trout Bog,13.6,3.29,22,1.8,0.22,173.5,4.292,0.01,21.7,14,0.79,0,4.28,99.1,5.484,3.517,720.7
8/3/2021,11:13:39,Trout Bog,13.6,3.314,22,1.8,0.22,173,4.327,0.01,21.7,14,0.78,0,4.28,99.1,5.441,3.542,720.7
8/3/2021,11:13:41,Trout Bog,13.6,3.337,22,1.8,0.22,172.6,4.359,0.01,21.7,14,0.77,0,4.28,99.1,5.402,3.561,720.7
8/3/2021,11:13:43,Trout Bog,13.6,3.363,22,1.7,0.22,172.2,4.395,0.01,21.7,14,0.78,0,4.28,99,5.377,3.579,720.6
