Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal psu,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
8/9/2021,11:55:09,Trout Bog,14.4,2.803,22.3,2.2,0.26,222.6,3.599,0.01,22,14,1.14,0,4.09,106.3,6.935,2.958,715.7
8/9/2021,11:55:11,Trout Bog,14.3,2.82,22.3,2.2,0.26,212.1,3.623,0.01,21.9,14,1.1,0,4.09,106.3,6.869,2.984,715.7
8/9/2021,11:55:13,Trout Bog,14.3,2.836,22.3,2.1,0.26,210.4,3.646,0.01,21.9,14,1.1,0,4.09,106.3,6.806,2.972,715.6
8/9/2021,11:55:15,Trout Bog,14.2,2.853,22.2,2.1,0.26,209.7,3.671,0.01,21.9,14,1.09,0,4.09,106.3,6.76,3.009,715.7
8/9/2021,11:55:17,Trout Bog,14.2,2.87,22.2,2.1,0.26,208.7,3.694,0.01,21.8,14,1.06,0,4.09,106.3,6.703,3.029,715.6
8/9/2021,11:55:19,Trout Bog,14.2,2.888,22.2,2.1,0.25,207.8,3.72,0.01,21.8,14,1.05,0,4.09,106.2,6.651,3.049,715.7
8/9/2021,11:55:21,Trout Bog,14.2,2.904,22.2,2.1,0.25,207.1,3.743,0.01,21.8,14,1.03,0,4.09,106.2,6.646,3.05,715.6
8/9/2021,11:55:23,Trout Bog,14.1,2.921,22.1,2,0.25,206.4,3.767,0.01,21.8,14,1.03,0,4.09,106.2,6.647,3.068,715.6
8/9/2021,11:55:25,Trout Bog,14.1,2.937,22.1,2,0.25,205.7,3.789,0.01,21.8,14,1.03,0,4.09,106.2,6.611,3.089,715.8
8/9/2021,11:55:27,Trout Bog,14.1,2.954,22.1,2,0.25,204.9,3.814,0.01,21.7,14,1.02,0,4.09,106.2,6.579,3.118,715.6
8/9/2021,11:55:29,Trout Bog,14.1,2.97,22.1,2,0.24,204.2,3.837,0.01,21.7,14,1.01,0,4.09,106.2,6.54,3.12,715.6
8/9/2021,11:55:31,Trout Bog,14,2.988,22,2,0.24,203.5,3.862,0.01,21.7,14,1.01,0,4.09,106.2,6.53,3.14,715.7
8/9/2021,11:55:33,Trout Bog,14,3.004,22,2,0.24,202.8,3.885,0.01,21.7,14,1,0,4.09,106.2,6.493,3.159,715.7
8/9/2021,11:55:35,Trout Bog,14,3.022,22,2,0.24,202.1,3.911,0.01,21.7,14,1,0,4.09,106.1,6.4,3.179,715.7
8/9/2021,11:55:37,Trout Bog,14,3.038,22.1,1.9,0.24,201.3,3.933,0.01,21.7,14,0.97,0,4.09,106.1,6.337,3.191,715.7
8/9/2021,11:55:39,Trout Bog,14,3.053,22.1,1.9,0.24,199.9,3.955,0.01,21.7,14,0.97,0,4.09,106,6.294,3.207,715.7
8/9/2021,11:55:41,Trout Bog,14,3.07,22.1,1.9,0.24,198.6,3.98,0.01,21.8,14,1.03,0,4.09,106,6.256,3.228,715.8
8/9/2021,11:55:43,Trout Bog,14,3.086,22.1,1.9,0.24,197.3,4.002,0.01,21.8,14,1.03,0,4.09,106,6.211,3.24,715.7
8/9/2021,11:55:45,Trout Bog,13.9,3.103,22.1,1.9,0.24,196.1,4.027,0.01,21.8,14,1.01,0,4.09,105.9,6.151,3.264,715.7
8/9/2021,11:55:47,Trout Bog,13.9,3.12,22.1,1.9,0.24,194.8,4.05,0.01,21.8,14,1,0,4.09,105.9,6.107,3.28,715.6
8/9/2021,11:55:49,Trout Bog,13.9,3.137,22.1,1.9,0.24,193.6,4.075,0.01,21.8,14,1,0,4.09,105.9,6.082,3.299,715.7
8/9/2021,11:55:51,Trout Bog,13.9,3.154,22.1,1.9,0.24,192.4,4.099,0.01,21.8,14,1,0,4.09,105.8,6.064,3.315,715.7
8/9/2021,11:55:53,Trout Bog,13.9,3.173,22.2,1.9,0.24,191.3,4.125,0.01,21.8,14,1,0,4.09,105.8,6.025,3.335,715.6
8/9/2021,11:55:55,Trout Bog,13.9,3.189,22.2,1.9,0.24,190.3,4.148,0.01,21.8,14,0.93,0,4.09,105.8,5.998,3.352,715.7
8/9/2021,11:55:57,Trout Bog,13.9,3.207,22.2,1.9,0.24,189.3,4.174,0.01,21.8,14,0.92,0,4.09,105.7,5.977,3.368,715.8
8/9/2021,11:55:59,Trout Bog,13.9,3.223,22.2,1.9,0.24,188.4,4.197,0.01,21.9,14,0.94,0,4.09,105.7,5.954,3.383,715.7
8/9/2021,11:56:01,Trout Bog,13.9,3.242,22.2,1.9,0.24,187.5,4.224,0.01,21.9,14,0.93,0,4.09,105.6,5.931,3.402,715.7
8/9/2021,11:56:03,Trout Bog,13.9,3.258,22.2,1.9,0.24,186.7,4.247,0.01,21.9,14,0.94,0,4.09,105.6,5.905,3.416,715.7
8/9/2021,11:56:05,Trout Bog,13.9,3.276,22.2,1.9,0.24,186,4.272,0.01,21.9,14,0.96,0,4.09,105.6,5.879,3.431,715.7
8/9/2021,11:56:07,Trout Bog,13.9,3.292,22.3,1.9,0.24,185.3,4.295,0.01,21.9,14,0.96,0,4.09,105.5,5.855,3.441,715.7
8/9/2021,11:56:09,Trout Bog,13.9,3.308,22.3,1.9,0.24,184.6,4.317,0.01,21.9,14,0.94,0,4.09,105.5,5.836,3.449,715.6
8/9/2021,11:56:11,Trout Bog,13.9,3.325,22.3,1.9,0.24,184,4.342,0.01,21.9,14,0.94,0,4.09,105.4,5.814,3.472,715.7
8/9/2021,11:56:13,Trout Bog,13.9,3.341,22.2,1.9,0.24,183.3,4.364,0.01,21.9,14,0.92,0,4.09,105.4,5.768,3.486,715.7
8/9/2021,11:56:15,Trout Bog,13.8,3.358,22.2,1.9,0.24,182.7,4.388,0.01,21.9,14,0.92,0,4.09,105.3,5.738,3.501,715.7
8/9/2021,11:56:17,Trout Bog,13.8,3.373,22.2,1.9,0.24,181.9,4.41,0.01,21.9,14,0.9,0,4.1,105.3,5.708,3.504,715.7
8/9/2021,11:56:19,Trout Bog,13.8,3.389,22.2,1.9,0.24,181.3,4.432,0.01,21.9,14,0.85,0,4.1,105.2,5.691,3.511,715.7
8/9/2021,11:56:21,Trout Bog,13.8,3.402,22.2,1.9,0.24,180.6,4.452,0.01,21.8,14,0.83,0,4.1,105.1,5.688,3.511,715.7
8/9/2021,11:56:23,Trout Bog,13.8,3.417,22.2,1.9,0.24,179.9,4.473,0.01,21.8,14,0.85,0,4.1,105,5.669,3.533,715.7
8/9/2021,11:56:25,Trout Bog,13.8,3.431,22.2,1.9,0.23,179.2,4.492,0.01,21.8,14,0.84,0,4.1,104.9,5.653,3.55,715.7
8/9/2021,11:56:27,Trout Bog,13.7,3.446,22.1,1.9,0.23,178.4,4.514,0.01,21.8,14,0.84,0,4.1,104.9,5.638,3.579,715.7
8/9/2021,11:56:29,Trout Bog,13.7,3.46,22.2,1.9,0.23,177.7,4.534,0.01,21.8,14,0.83,0,4.1,104.8,5.606,3.602,715.8
8/9/2021,11:56:31,Trout Bog,13.7,3.477,22.2,1.8,0.23,177,4.558,0.01,21.8,14,0.83,0,4.1,104.7,5.568,3.638,715.8
8/9/2021,11:56:33,Trout Bog,13.7,3.492,22.2,1.8,0.23,176.3,4.58,0.01,21.8,14,0.83,0,4.11,104.6,5.514,3.665,715.6
8/9/2021,11:56:35,Trout Bog,13.7,3.51,22.2,1.8,0.23,175.7,4.605,0.01,21.9,14,0.83,0,4.11,104.5,5.464,3.687,715.6
8/9/2021,11:56:37,Trout Bog,13.7,3.526,22.2,1.8,0.23,175,4.628,0.01,21.9,14,0.81,0,4.11,104.4,5.427,3.715,715.6
8/9/2021,11:56:39,Trout Bog,13.7,3.543,22.2,1.8,0.23,174.4,4.652,0.01,21.9,14,0.81,0,4.11,104.3,5.403,3.734,715.6
8/9/2021,11:56:41,Trout Bog,13.7,3.562,22.2,1.8,0.23,173.9,4.679,0.01,21.9,14,0.8,0,4.11,104.3,5.38,3.765,715.7
8/9/2021,11:56:43,Trout Bog,13.7,3.58,22.2,1.8,0.23,173.4,4.705,0.01,21.9,14,0.8,0,4.11,104.2,5.363,3.789,715.8
8/9/2021,11:56:45,Trout Bog,13.7,3.6,22.2,1.8,0.23,172.9,4.733,0.01,21.9,14,0.8,0,4.11,104.1,5.335,3.812,715.6
8/9/2021,11:56:47,Trout Bog,13.7,3.619,22.2,1.8,0.23,172.4,4.76,0.01,21.9,14,0.79,0,4.11,104,5.288,3.83,715.6
8/9/2021,11:56:49,Trout Bog,13.6,3.64,22.3,1.8,0.23,171.9,4.79,0.01,21.9,14,0.79,0,4.11,104,5.225,3.852,715.8
8/9/2021,11:56:51,Trout Bog,13.6,3.659,22.3,1.8,0.23,171.4,4.817,0.01,22,14,0.79,0,4.11,103.9,5.156,3.867,715.6
8/9/2021,11:56:53,Trout Bog,13.6,3.681,22.3,1.8,0.23,170.8,4.848,0.01,22,14,0.77,0,4.12,103.8,5.097,3.883,715.6
8/9/2021,11:56:55,Trout Bog,13.6,3.701,22.3,1.8,0.23,170.3,4.876,0.01,22,14,0.76,0,4.12,103.8,5.044,3.902,715.7
8/9/2021,11:56:57,Trout Bog,13.6,3.723,22.3,1.8,0.23,169.7,4.908,0.01,22,14,0.74,0,4.12,103.7,5.017,3.921,715.7
8/9/2021,11:56:59,Trout Bog,13.6,3.745,22.3,1.8,0.23,169.1,4.939,0.01,22,14,0.73,0,4.12,103.6,5.01,3.942,715.7
8/9/2021,11:57:01,Trout Bog,13.6,3.769,22.3,1.8,0.23,168.6,4.973,0.01,22,14,0.72,0,4.12,103.6,5.017,3.962,715.7
8/9/2021,11:57:03,Trout Bog,13.6,3.79,22.3,1.8,0.23,168,5.003,0.01,21.9,14,0.71,0,4.12,103.6,5.041,3.975,715.7
8/9/2021,11:57:05,Trout Bog,13.6,3.813,22.2,1.8,0.23,167.3,5.036,0.01,21.9,14,0.72,0,4.12,103.5,5.076,3.995,715.6
8/9/2021,11:57:07,Trout Bog,13.6,3.834,22.2,1.8,0.23,166.7,5.066,0.01,21.9,14,0.71,0,4.12,103.5,5.099,4.01,715.7
8/9/2021,11:57:09,Trout Bog,13.6,3.856,22.2,1.8,0.23,166.1,5.097,0.01,21.9,14,0.72,0,4.12,103.4,5.097,4.029,715.7
8/9/2021,11:57:11,Trout Bog,13.6,3.875,22.2,1.8,0.23,165.5,5.124,0.01,21.9,14,0.71,0,4.12,103.4,5.076,4.043,715.8
8/9/2021,11:57:13,Trout Bog,13.6,3.895,22.2,1.8,0.23,164.9,5.152,0.01,21.9,14,0.71,0,4.12,103.4,5.052,4.047,715.7
8/9/2021,11:57:15,Trout Bog,13.6,3.913,22.2,1.8,0.22,164.4,5.177,0.01,21.9,14,0.71,0,4.12,103.3,5.085,4.064,715.7
8/9/2021,11:57:17,Trout Bog,13.6,3.93,22.2,1.7,0.22,163.9,5.202,0.01,21.9,14,0.72,0,4.12,103.3,5.081,4.075,715.6
8/9/2021,11:57:19,Trout Bog,13.6,3.948,22.2,1.7,0.22,163.4,5.227,0.01,21.9,14,0.71,0,4.12,103.3,5.063,4.086,715.8
8/9/2021,11:57:21,Trout Bog,13.6,3.963,22.3,1.7,0.22,162.8,5.249,0.01,21.9,14,0.71,0,4.12,103.3,5.041,4.09,715.7
8/9/2021,11:57:23,Trout Bog,13.6,3.98,22.3,1.7,0.22,162.4,5.273,0.01,22,14,0.72,0,4.12,103.2,5.015,4.114,715.7
8/9/2021,11:57:25,Trout Bog,13.6,3.995,22.3,1.7,0.22,162,5.294,0.01,22,14,0.7,0,4.13,103.2,4.985,4.124,715.8
8/9/2021,11:57:27,Trout Bog,13.6,4.011,22.3,1.7,0.22,161.6,5.317,0.01,22,14,0.7,0,4.13,103.2,4.928,4.152,715.8
8/9/2021,11:57:29,Trout Bog,13.6,4.026,22.4,1.7,0.22,161.2,5.339,0.01,22.1,14,0.71,0,4.12,103.2,4.851,4.162,715.6
8/9/2021,11:57:31,Trout Bog,13.6,4.042,22.4,1.7,0.22,160.9,5.362,0.01,22.1,14,0.7,0,4.12,103.2,4.79,4.173,715.7
8/9/2021,11:57:33,Trout Bog,13.6,4.056,22.4,1.7,0.22,160.5,5.382,0.01,22.1,14,0.7,0,4.12,103.2,4.745,4.178,715.6
8/9/2021,11:57:35,Trout Bog,13.6,4.071,22.4,1.8,0.23,160.2,5.403,0.01,22.1,14,0.7,0,4.12,103.2,4.722,4.19,715.7
8/9/2021,11:57:37,Trout Bog,13.6,4.084,22.4,1.8,0.23,159.8,5.422,0.01,22.1,14,0.7,0,4.12,103.2,4.713,4.21,715.6
